Predator,Prey,PredIndex,PreyIndex,Interacts,Mean
"Herbivorous & Omnivorous zooplankton (copepods)","Norway pout",52,23,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Other gadoids (large)",52,24,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Other gadoids (small)",52,25,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Monkfish",52,26,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Gurnards",52,27,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Herring (juvenile 0, 1)",52,28,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Herring (adult)",52,29,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Sprat",52,30,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Mackerel",52,31,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Horse mackerel",52,32,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Sandeels",52,33,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Plaice",52,34,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Dab",52,35,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Long-rough dab",52,36,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Flounder",52,37,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Sole",52,38,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Lemon sole",52,39,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Witch",52,40,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Turbot and brill",52,41,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Megrim",52,42,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Halibut",52,43,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Dragonets",52,44,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Catfish (Wolf-fish)",52,45,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Large demersal fish",52,46,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Small demersal fish",52,47,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Miscellaneous filterfeeding pelagic fish",52,48,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Squid & cuttlefish",52,49,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Fish larvae",52,50,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Carnivorous zooplankton",52,51,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Herbivorous & Omnivorous zooplankton (copepods)",52,52,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Gelatinous zooplankton",52,53,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Large crabs",52,54,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Nephrops",52,55,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Epifaunal macrobenthos (mobile grazers)",52,56,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Infaunal macrobenthos",52,57,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Shrimp",52,58,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Small mobile epifauna (swarming crustaceans)",52,59,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Small infauna (polychaetes)",52,60,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Sessile epifauna",52,61,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Meiofauna",52,62,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Benthic microflora (incl. Bacteria, protozoa))",52,63,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Planktonic microflora (incl. Bacteria, protozoa)",52,64,1,0.05
"Herbivorous & Omnivorous zooplankton (copepods)","Phytoplankton",52,65,1,0.9
"Herbivorous & Omnivorous zooplankton (copepods)","Detritus - DOM -water column",52,66,1,0.05
"Herbivorous & Omnivorous zooplankton (copepods)","Detritus - POM - sediment",52,67,0,0
"Herbivorous & Omnivorous zooplankton (copepods)","Discards",52,68,0,0
"Gelatinous zooplankton",Imports, 53,0,0,0
"Gelatinous zooplankton","Baleen whales",53,1,0,0
"Gelatinous zooplankton","Toothed whales",53,2,0,0
"Gelatinous zooplankton","Seals",53,3,0,0
"Gelatinous zooplankton","Seabirds",53,4,0,0
"Gelatinous zooplankton","Juvenile sharks",53,5,0,0
"Gelatinous zooplankton","Spurdog",53,6,0,0
"Gelatinous zooplankton","Large piscivorous sharks",53,7,0,0
"Gelatinous zooplankton","Small sharks",53,8,0,0
"Gelatinous zooplankton","Juvenile rays",53,9,0,0
"Gelatinous zooplankton","Starry ray + others",53,10,0,0
"Gelatinous zooplankton","Thornback & Spotted ray",53,11,0,0
"Gelatinous zooplankton","Skate + cuckoo ray",53,12,0,0
"Gelatinous zooplankton","Juvenile Cod(0-2, 0-40cm)",53,13,0,0
"Gelatinous zooplankton","Cod (adult)",53,14,0,0
"Gelatinous zooplankton","Juvenile Whiting (0-1, 0-20cm)",53,15,0,0
"Gelatinous zooplankton","Whiting (adult)",53,16,0,0
"Gelatinous zooplankton","Juvenile Haddock (0-1, 0-20cm)",53,17,0,0
"Gelatinous zooplankton","Haddock (adult)",53,18,0,0
"Gelatinous zooplankton","Juvenile Saithe (0-3, 0-40cm)",53,19,0,0
"Gelatinous zooplankton","Saithe (adult)",53,20,0,0
"Gelatinous zooplankton","Hake",53,21,0,0
"Gelatinous zooplankton","Blue whiting",53,22,0,0
"Gelatinous zooplankton","Norway pout",53,23,0,0
"Gelatinous zooplankton","Other gadoids (large)",53,24,0,0
"Gelatinous zooplankton","Other gadoids (small)",53,25,0,0
"Gelatinous zooplankton","Monkfish",53,26,0,0
"Gelatinous zooplankton","Gurnards",53,27,0,0
"Gelatinous zooplankton","Herring (juvenile 0, 1)",53,28,0,0
"Gelatinous zooplankton","Herring (adult)",53,29,0,0
"Gelatinous zooplankton","Sprat",53,30,0,0
"Gelatinous zooplankton","Mackerel",53,31,0,0
"Gelatinous zooplankton","Horse mackerel",53,32,0,0
"Gelatinous zooplankton","Sandeels",53,33,0,0
"Gelatinous zooplankton","Plaice",53,34,0,0
"Gelatinous zooplankton","Dab",53,35,0,0
"Gelatinous zooplankton","Long-rough dab",53,36,0,0
"Gelatinous zooplankton","Flounder",53,37,0,0
"Gelatinous zooplankton","Sole",53,38,0,0
"Gelatinous zooplankton","Lemon sole",53,39,0,0
"Gelatinous zooplankton","Witch",53,40,0,0
"Gelatinous zooplankton","Turbot and brill",53,41,0,0
"Gelatinous zooplankton","Megrim",53,42,0,0
"Gelatinous zooplankton","Halibut",53,43,0,0
"Gelatinous zooplankton","Dragonets",53,44,0,0
"Gelatinous zooplankton","Catfish (Wolf-fish)",53,45,0,0
"Gelatinous zooplankton","Large demersal fish",53,46,0,0
"Gelatinous zooplankton","Small demersal fish",53,47,0,0
"Gelatinous zooplankton","Miscellaneous filterfeeding pelagic fish",53,48,0,0
"Gelatinous zooplankton","Squid & cuttlefish",53,49,1,0.0498
"Gelatinous zooplankton","Fish larvae",53,50,1,0.224
"Gelatinous zooplankton","Carnivorous zooplankton",53,51,1,0.1989
"Gelatinous zooplankton","Herbivorous & Omnivorous zooplankton (copepods)",53,52,1,0.1989
"Gelatinous zooplankton","Gelatinous zooplankton",53,53,0,0
"Gelatinous zooplankton","Large crabs",53,54,0,0
"Gelatinous zooplankton","Nephrops",53,55,0,0
"Gelatinous zooplankton","Epifaunal macrobenthos (mobile grazers)",53,56,0,0
"Gelatinous zooplankton","Infaunal macrobenthos",53,57,0,0
"Gelatinous zooplankton","Shrimp",53,58,1,0.0498
"Gelatinous zooplankton","Small mobile epifauna (swarming crustaceans)",53,59,1,0.07960001
"Gelatinous zooplankton","Small infauna (polychaetes)",53,60,0,0
"Gelatinous zooplankton","Sessile epifauna",53,61,0,0
"Gelatinous zooplankton","Meiofauna",53,62,0,0
"Gelatinous zooplankton","Benthic microflora (incl. Bacteria, protozoa))",53,63,0,0
"Gelatinous zooplankton","Planktonic microflora (incl. Bacteria, protozoa)",53,64,1,0.09950001
"Gelatinous zooplankton","Phytoplankton",53,65,1,0.09950001
"Gelatinous zooplankton","Detritus - DOM -water column",53,66,0,0
"Gelatinous zooplankton","Detritus - POM - sediment",53,67,0,0
"Gelatinous zooplankton","Discards",53,68,0,0
"Large crabs",Imports, 54,0,0,0
"Large crabs","Baleen whales",54,1,0,0
"Large crabs","Toothed whales",54,2,0,0
"Large crabs","Seals",54,3,0,0
"Large crabs","Seabirds",54,4,0,0
"Large crabs","Juvenile sharks",54,5,0,0
"Large crabs","Spurdog",54,6,0,0
"Large crabs","Large piscivorous sharks",54,7,0,0
"Large crabs","Small sharks",54,8,0,0
"Large crabs","Juvenile rays",54,9,0,0
"Large crabs","Starry ray + others",54,10,0,0
"Large crabs","Thornback & Spotted ray",54,11,0,0
"Large crabs","Skate + cuckoo ray",54,12,0,0
"Large crabs","Juvenile Cod(0-2, 0-40cm)",54,13,0,0
"Large crabs","Cod (adult)",54,14,0,0
"Large crabs","Juvenile Whiting (0-1, 0-20cm)",54,15,0,0
"Large crabs","Whiting (adult)",54,16,0,0
"Large crabs","Juvenile Haddock (0-1, 0-20cm)",54,17,0,0
"Large crabs","Haddock (adult)",54,18,0,0
"Large crabs","Juvenile Saithe (0-3, 0-40cm)",54,19,0,0
"Large crabs","Saithe (adult)",54,20,0,0
"Large crabs","Hake",54,21,0,0
"Large crabs","Blue whiting",54,22,0,0
"Large crabs","Norway pout",54,23,0,0
"Large crabs","Other gadoids (large)",54,24,0,0
"Large crabs","Other gadoids (small)",54,25,0,0
"Large crabs","Monkfish",54,26,0,0
"Large crabs","Gurnards",54,27,0,0
"Large crabs","Herring (juvenile 0, 1)",54,28,0,0
"Large crabs","Herring (adult)",54,29,0,0
"Large crabs","Sprat",54,30,0,0
"Large crabs","Mackerel",54,31,0,0
"Large crabs","Horse mackerel",54,32,0,0
"Large crabs","Sandeels",54,33,0,0
"Large crabs","Plaice",54,34,0,0
"Large crabs","Dab",54,35,0,0
"Large crabs","Long-rough dab",54,36,0,0
"Large crabs","Flounder",54,37,0,0
"Large crabs","Sole",54,38,0,0
"Large crabs","Lemon sole",54,39,0,0
"Large crabs","Witch",54,40,0,0
"Large crabs","Turbot and brill",54,41,0,0
"Large crabs","Megrim",54,42,0,0
"Large crabs","Halibut",54,43,0,0
"Large crabs","Dragonets",54,44,0,0
"Large crabs","Catfish (Wolf-fish)",54,45,0,0
"Large crabs","Large demersal fish",54,46,0,0
"Large crabs","Small demersal fish",54,47,0,0
"Large crabs","Miscellaneous filterfeeding pelagic fish",54,48,0,0
"Large crabs","Squid & cuttlefish",54,49,0,0
"Large crabs","Fish larvae",54,50,0,0
"Large crabs","Carnivorous zooplankton",54,51,0,0
"Large crabs","Herbivorous & Omnivorous zooplankton (copepods)",54,52,0,0
"Large crabs","Gelatinous zooplankton",54,53,0,0
"Large crabs","Large crabs",54,54,1,0.00100998
"Large crabs","Nephrops",54,55,1,0.0197996
"Large crabs","Epifaunal macrobenthos (mobile grazers)",54,56,1,0.2887942
"Large crabs","Infaunal macrobenthos",54,57,1,0.2950941
"Large crabs","Shrimp",54,58,1,0.00100998
"Large crabs","Small mobile epifauna (swarming crustaceans)",54,59,1,0.0197996
"Large crabs","Small infauna (polychaetes)",54,60,1,0.1042979
"Large crabs","Sessile epifauna",54,61,1,0.07049859
"Large crabs","Meiofauna",54,62,0,0
"Large crabs","Benthic microflora (incl. Bacteria, protozoa))",54,63,1,0.04949901
"Large crabs","Planktonic microflora (incl. Bacteria, protozoa)",54,64,1,0.04949901
"Large crabs","Phytoplankton",54,65,0,0
"Large crabs","Detritus - DOM -water column",54,66,0,0
"Large crabs","Detritus - POM - sediment",54,67,0,0
"Large crabs","Discards",54,68,1,0.100698
"Nephrops",Imports, 55,0,0,0
"Nephrops","Baleen whales",55,1,0,0
"Nephrops","Toothed whales",55,2,0,0
"Nephrops","Seals",55,3,0,0
"Nephrops","Seabirds",55,4,0,0
"Nephrops","Juvenile sharks",55,5,0,0
"Nephrops","Spurdog",55,6,0,0
"Nephrops","Large piscivorous sharks",55,7,0,0
"Nephrops","Small sharks",55,8,0,0
"Nephrops","Juvenile rays",55,9,0,0
"Nephrops","Starry ray + others",55,10,0,0
"Nephrops","Thornback & Spotted ray",55,11,0,0
"Nephrops","Skate + cuckoo ray",55,12,0,0
"Nephrops","Juvenile Cod(0-2, 0-40cm)",55,13,0,0
"Nephrops","Cod (adult)",55,14,0,0
"Nephrops","Juvenile Whiting (0-1, 0-20cm)",55,15,0,0
"Nephrops","Whiting (adult)",55,16,0,0
"Nephrops","Juvenile Haddock (0-1, 0-20cm)",55,17,0,0
"Nephrops","Haddock (adult)",55,18,0,0
"Nephrops","Juvenile Saithe (0-3, 0-40cm)",55,19,0,0
"Nephrops","Saithe (adult)",55,20,0,0
"Nephrops","Hake",55,21,0,0
"Nephrops","Blue whiting",55,22,0,0
"Nephrops","Norway pout",55,23,0,0
"Nephrops","Other gadoids (large)",55,24,0,0
"Nephrops","Other gadoids (small)",55,25,0,0
"Nephrops","Monkfish",55,26,0,0
"Nephrops","Gurnards",55,27,0,0
"Nephrops","Herring (juvenile 0, 1)",55,28,0,0
"Nephrops","Herring (adult)",55,29,0,0
"Nephrops","Sprat",55,30,0,0
"Nephrops","Mackerel",55,31,0,0
"Nephrops","Horse mackerel",55,32,0,0
"Nephrops","Sandeels",55,33,0,0
"Nephrops","Plaice",55,34,0,0
"Nephrops","Dab",55,35,0,0
"Nephrops","Long-rough dab",55,36,0,0
"Nephrops","Flounder",55,37,0,0
"Nephrops","Sole",55,38,0,0
"Nephrops","Lemon sole",55,39,0,0
"Nephrops","Witch",55,40,0,0
"Nephrops","Turbot and brill",55,41,0,0
"Nephrops","Megrim",55,42,0,0
"Nephrops","Halibut",55,43,0,0
"Nephrops","Dragonets",55,44,0,0
"Nephrops","Catfish (Wolf-fish)",55,45,0,0
"Nephrops","Large demersal fish",55,46,0,0
"Nephrops","Small demersal fish",55,47,0,0
"Nephrops","Miscellaneous filterfeeding pelagic fish",55,48,0,0
"Nephrops","Squid & cuttlefish",55,49,0,0
"Nephrops","Fish larvae",55,50,0,0
"Nephrops","Carnivorous zooplankton",55,51,0,0
"Nephrops","Herbivorous & Omnivorous zooplankton (copepods)",55,52,0,0
"Nephrops","Gelatinous zooplankton",55,53,0,0
"Nephrops","Large crabs",55,54,0,0
"Nephrops","Nephrops",55,55,0,0
"Nephrops","Epifaunal macrobenthos (mobile grazers)",55,56,0,0
"Nephrops","Infaunal macrobenthos",55,57,1,0.25
"Nephrops","Shrimp",55,58,0,0
"Nephrops","Small mobile epifauna (swarming crustaceans)",55,59,1,0.15
"Nephrops","Small infauna (polychaetes)",55,60,1,0.2
"Nephrops","Sessile epifauna",55,61,1,0.09999999
"Nephrops","Meiofauna",55,62,0,0
"Nephrops","Benthic microflora (incl. Bacteria, protozoa))",55,63,1,0.09999999
"Nephrops","Planktonic microflora (incl. Bacteria, protozoa)",55,64,1,0.04999999
"Nephrops","Phytoplankton",55,65,1,0.09999999
"Nephrops","Detritus - DOM -water column",55,66,1,0.03
"Nephrops","Detritus - POM - sediment",55,67,1,0.02
"Nephrops","Discards",55,68,0,0
"Epifaunal macrobenthos (mobile grazers)",Imports, 56,0,0,0
"Epifaunal macrobenthos (mobile grazers)","Baleen whales",56,1,0,0
"Epifaunal macrobenthos (mobile grazers)","Toothed whales",56,2,0,0
"Epifaunal macrobenthos (mobile grazers)","Seals",56,3,0,0
"Epifaunal macrobenthos (mobile grazers)","Seabirds",56,4,0,0
"Epifaunal macrobenthos (mobile grazers)","Juvenile sharks",56,5,0,0
"Epifaunal macrobenthos (mobile grazers)","Spurdog",56,6,0,0
"Epifaunal macrobenthos (mobile grazers)","Large piscivorous sharks",56,7,0,0
"Epifaunal macrobenthos (mobile grazers)","Small sharks",56,8,0,0
"Epifaunal macrobenthos (mobile grazers)","Juvenile rays",56,9,0,0
"Epifaunal macrobenthos (mobile grazers)","Starry ray + others",56,10,0,0
"Epifaunal macrobenthos (mobile grazers)","Thornback & Spotted ray",56,11,0,0
"Epifaunal macrobenthos (mobile grazers)","Skate + cuckoo ray",56,12,0,0
"Epifaunal macrobenthos (mobile grazers)","Juvenile Cod(0-2, 0-40cm)",56,13,0,0
"Epifaunal macrobenthos (mobile grazers)","Cod (adult)",56,14,0,0
"Epifaunal macrobenthos (mobile grazers)","Juvenile Whiting (0-1, 0-20cm)",56,15,0,0
"Epifaunal macrobenthos (mobile grazers)","Whiting (adult)",56,16,0,0
"Epifaunal macrobenthos (mobile grazers)","Juvenile Haddock (0-1, 0-20cm)",56,17,0,0
"Epifaunal macrobenthos (mobile grazers)","Haddock (adult)",56,18,0,0
"Epifaunal macrobenthos (mobile grazers)","Juvenile Saithe (0-3, 0-40cm)",56,19,0,0
"Epifaunal macrobenthos (mobile grazers)","Saithe (adult)",56,20,0,0
"Epifaunal macrobenthos (mobile grazers)","Hake",56,21,0,0
"Epifaunal macrobenthos (mobile grazers)","Blue whiting",56,22,0,0
"Epifaunal macrobenthos (mobile grazers)","Norway pout",56,23,0,0
"Epifaunal macrobenthos (mobile grazers)","Other gadoids (large)",56,24,0,0
"Epifaunal macrobenthos (mobile grazers)","Other gadoids (small)",56,25,0,0
"Epifaunal macrobenthos (mobile grazers)","Monkfish",56,26,0,0
"Epifaunal macrobenthos (mobile grazers)","Gurnards",56,27,0,0
"Epifaunal macrobenthos (mobile grazers)","Herring (juvenile 0, 1)",56,28,0,0
"Epifaunal macrobenthos (mobile grazers)","Herring (adult)",56,29,0,0
"Epifaunal macrobenthos (mobile grazers)","Sprat",56,30,0,0
"Epifaunal macrobenthos (mobile grazers)","Mackerel",56,31,0,0
"Epifaunal macrobenthos (mobile grazers)","Horse mackerel",56,32,0,0
"Epifaunal macrobenthos (mobile grazers)","Sandeels",56,33,0,0
"Epifaunal macrobenthos (mobile grazers)","Plaice",56,34,0,0
"Epifaunal macrobenthos (mobile grazers)","Dab",56,35,0,0
"Epifaunal macrobenthos (mobile grazers)","Long-rough dab",56,36,0,0
"Epifaunal macrobenthos (mobile grazers)","Flounder",56,37,0,0
"Epifaunal macrobenthos (mobile grazers)","Sole",56,38,0,0
"Epifaunal macrobenthos (mobile grazers)","Lemon sole",56,39,0,0
"Epifaunal macrobenthos (mobile grazers)","Witch",56,40,0,0
"Epifaunal macrobenthos (mobile grazers)","Turbot and brill",56,41,0,0
"Epifaunal macrobenthos (mobile grazers)","Megrim",56,42,0,0
"Epifaunal macrobenthos (mobile grazers)","Halibut",56,43,0,0
"Epifaunal macrobenthos (mobile grazers)","Dragonets",56,44,0,0
"Epifaunal macrobenthos (mobile grazers)","Catfish (Wolf-fish)",56,45,0,0
"Epifaunal macrobenthos (mobile grazers)","Large demersal fish",56,46,0,0
"Epifaunal macrobenthos (mobile grazers)","Small demersal fish",56,47,0,0
"Epifaunal macrobenthos (mobile grazers)","Miscellaneous filterfeeding pelagic fish",56,48,0,0
"Epifaunal macrobenthos (mobile grazers)","Squid & cuttlefish",56,49,0,0
"Epifaunal macrobenthos (mobile grazers)","Fish larvae",56,50,0,0
"Epifaunal macrobenthos (mobile grazers)","Carnivorous zooplankton",56,51,0,0
"Epifaunal macrobenthos (mobile grazers)","Herbivorous & Omnivorous zooplankton (copepods)",56,52,0,0
"Epifaunal macrobenthos (mobile grazers)","Gelatinous zooplankton",56,53,0,0
"Epifaunal macrobenthos (mobile grazers)","Large crabs",56,54,0,0
"Epifaunal macrobenthos (mobile grazers)","Nephrops",56,55,0,0
"Epifaunal macrobenthos (mobile grazers)","Epifaunal macrobenthos (mobile grazers)",56,56,1,0.04999999
"Epifaunal macrobenthos (mobile grazers)","Infaunal macrobenthos",56,57,1,0.2
"Epifaunal macrobenthos (mobile grazers)","Shrimp",56,58,0,0
"Epifaunal macrobenthos (mobile grazers)","Small mobile epifauna (swarming crustaceans)",56,59,1,0.04999999
"Epifaunal macrobenthos (mobile grazers)","Small infauna (polychaetes)",56,60,1,0.25
"Epifaunal macrobenthos (mobile grazers)","Sessile epifauna",56,61,0,0
"Epifaunal macrobenthos (mobile grazers)","Meiofauna",56,62,0,0
"Epifaunal macrobenthos (mobile grazers)","Benthic microflora (incl. Bacteria, protozoa))",56,63,1,0.09999999
"Epifaunal macrobenthos (mobile grazers)","Planktonic microflora (incl. Bacteria, protozoa)",56,64,1,0.09999999
"Epifaunal macrobenthos (mobile grazers)","Phytoplankton",56,65,1,0.04999999
"Epifaunal macrobenthos (mobile grazers)","Detritus - DOM -water column",56,66,1,0.04999999
"Epifaunal macrobenthos (mobile grazers)","Detritus - POM - sediment",56,67,1,0.15
"Epifaunal macrobenthos (mobile grazers)","Discards",56,68,0,0
"Infaunal macrobenthos",Imports, 57,0,0,0
"Infaunal macrobenthos","Baleen whales",57,1,0,0
"Infaunal macrobenthos","Toothed whales",57,2,0,0
"Infaunal macrobenthos","Seals",57,3,0,0
"Infaunal macrobenthos","Seabirds",57,4,0,0
"Infaunal macrobenthos","Juvenile sharks",57,5,0,0
"Infaunal macrobenthos","Spurdog",57,6,0,0
"Infaunal macrobenthos","Large piscivorous sharks",57,7,0,0
"Infaunal macrobenthos","Small sharks",57,8,0,0
"Infaunal macrobenthos","Juvenile rays",57,9,0,0
"Infaunal macrobenthos","Starry ray + others",57,10,0,0
"Infaunal macrobenthos","Thornback & Spotted ray",57,11,0,0
"Infaunal macrobenthos","Skate + cuckoo ray",57,12,0,0
"Infaunal macrobenthos","Juvenile Cod(0-2, 0-40cm)",57,13,0,0
"Infaunal macrobenthos","Cod (adult)",57,14,0,0
"Infaunal macrobenthos","Juvenile Whiting (0-1, 0-20cm)",57,15,0,0
"Infaunal macrobenthos","Whiting (adult)",57,16,0,0
"Infaunal macrobenthos","Juvenile Haddock (0-1, 0-20cm)",57,17,0,0
"Infaunal macrobenthos","Haddock (adult)",57,18,0,0
"Infaunal macrobenthos","Juvenile Saithe (0-3, 0-40cm)",57,19,0,0
"Infaunal macrobenthos","Saithe (adult)",57,20,0,0
"Infaunal macrobenthos","Hake",57,21,0,0
"Infaunal macrobenthos","Blue whiting",57,22,0,0
"Infaunal macrobenthos","Norway pout",57,23,0,0
"Infaunal macrobenthos","Other gadoids (large)",57,24,0,0
"Infaunal macrobenthos","Other gadoids (small)",57,25,0,0
"Infaunal macrobenthos","Monkfish",57,26,0,0
"Infaunal macrobenthos","Gurnards",57,27,0,0
"Infaunal macrobenthos","Herring (juvenile 0, 1)",57,28,0,0
"Infaunal macrobenthos","Herring (adult)",57,29,0,0
"Infaunal macrobenthos","Sprat",57,30,0,0
"Infaunal macrobenthos","Mackerel",57,31,0,0
"Infaunal macrobenthos","Horse mackerel",57,32,0,0
"Infaunal macrobenthos","Sandeels",57,33,0,0
"Infaunal macrobenthos","Plaice",57,34,0,0
"Infaunal macrobenthos","Dab",57,35,0,0
"Infaunal macrobenthos","Long-rough dab",57,36,0,0
"Infaunal macrobenthos","Flounder",57,37,0,0
"Infaunal macrobenthos","Sole",57,38,0,0
"Infaunal macrobenthos","Lemon sole",57,39,0,0
"Infaunal macrobenthos","Witch",57,40,0,0
"Infaunal macrobenthos","Turbot and brill",57,41,0,0
"Infaunal macrobenthos","Megrim",57,42,0,0
"Infaunal macrobenthos","Halibut",57,43,0,0
"Infaunal macrobenthos","Dragonets",57,44,0,0
"Infaunal macrobenthos","Catfish (Wolf-fish)",57,45,0,0
"Infaunal macrobenthos","Large demersal fish",57,46,0,0
"Infaunal macrobenthos","Small demersal fish",57,47,0,0
"Infaunal macrobenthos","Miscellaneous filterfeeding pelagic fish",57,48,0,0
"Infaunal macrobenthos","Squid & cuttlefish",57,49,0,0
"Infaunal macrobenthos","Fish larvae",57,50,0,0
"Infaunal macrobenthos","Carnivorous zooplankton",57,51,0,0
"Infaunal macrobenthos","Herbivorous & Omnivorous zooplankton (copepods)",57,52,0,0
"Infaunal macrobenthos","Gelatinous zooplankton",57,53,0,0
"Infaunal macrobenthos","Large crabs",57,54,0,0
"Infaunal macrobenthos","Nephrops",57,55,0,0
"Infaunal macrobenthos","Epifaunal macrobenthos (mobile grazers)",57,56,0,0
"Infaunal macrobenthos","Infaunal macrobenthos",57,57,0,0
"Infaunal macrobenthos","Shrimp",57,58,0,0
"Infaunal macrobenthos","Small mobile epifauna (swarming crustaceans)",57,59,1,0.04
"Infaunal macrobenthos","Small infauna (polychaetes)",57,60,1,0.11
"Infaunal macrobenthos","Sessile epifauna",57,61,0,0
"Infaunal macrobenthos","Meiofauna",57,62,1,0.05
"Infaunal macrobenthos","Benthic microflora (incl. Bacteria, protozoa))",57,63,1,0.3
"Infaunal macrobenthos","Planktonic microflora (incl. Bacteria, protozoa)",57,64,1,0.1
"Infaunal macrobenthos","Phytoplankton",57,65,0,0
"Infaunal macrobenthos","Detritus - DOM -water column",57,66,1,0.1
"Infaunal macrobenthos","Detritus - POM - sediment",57,67,1,0.3
"Infaunal macrobenthos","Discards",57,68,0,0
"Shrimp",Imports, 58,0,0,0
"Shrimp","Baleen whales",58,1,0,0
"Shrimp","Toothed whales",58,2,0,0
"Shrimp","Seals",58,3,0,0
"Shrimp","Seabirds",58,4,0,0
"Shrimp","Juvenile sharks",58,5,0,0
"Shrimp","Spurdog",58,6,0,0
"Shrimp","Large piscivorous sharks",58,7,0,0
"Shrimp","Small sharks",58,8,0,0
"Shrimp","Juvenile rays",58,9,0,0
"Shrimp","Starry ray + others",58,10,0,0
"Shrimp","Thornback & Spotted ray",58,11,0,0
"Shrimp","Skate + cuckoo ray",58,12,0,0
"Shrimp","Juvenile Cod(0-2, 0-40cm)",58,13,0,0
"Shrimp","Cod (adult)",58,14,0,0
"Shrimp","Juvenile Whiting (0-1, 0-20cm)",58,15,0,0
"Shrimp","Whiting (adult)",58,16,0,0
"Shrimp","Juvenile Haddock (0-1, 0-20cm)",58,17,0,0
"Shrimp","Haddock (adult)",58,18,0,0
"Shrimp","Juvenile Saithe (0-3, 0-40cm)",58,19,0,0
"Shrimp","Saithe (adult)",58,20,0,0
"Shrimp","Hake",58,21,0,0
"Shrimp","Blue whiting",58,22,0,0
"Shrimp","Norway pout",58,23,0,0
"Shrimp","Other gadoids (large)",58,24,0,0
"Shrimp","Other gadoids (small)",58,25,0,0
"Shrimp","Monkfish",58,26,0,0
"Shrimp","Gurnards",58,27,0,0
"Shrimp","Herring (juvenile 0, 1)",58,28,0,0
"Shrimp","Herring (adult)",58,29,0,0
"Shrimp","Sprat",58,30,0,0
"Shrimp","Mackerel",58,31,0,0
"Shrimp","Horse mackerel",58,32,0,0
"Shrimp","Sandeels",58,33,0,0
"Shrimp","Plaice",58,34,0,0
"Shrimp","Dab",58,35,0,0
"Shrimp","Long-rough dab",58,36,0,0
"Shrimp","Flounder",58,37,0,0
"Shrimp","Sole",58,38,0,0
"Shrimp","Lemon sole",58,39,0,0
"Shrimp","Witch",58,40,0,0
"Shrimp","Turbot and brill",58,41,0,0
"Shrimp","Megrim",58,42,0,0
"Shrimp","Halibut",58,43,0,0
"Shrimp","Dragonets",58,44,0,0
"Shrimp","Catfish (Wolf-fish)",58,45,0,0
"Shrimp","Large demersal fish",58,46,0,0
"Shrimp","Small demersal fish",58,47,0,0
"Shrimp","Miscellaneous filterfeeding pelagic fish",58,48,0,0
"Shrimp","Squid & cuttlefish",58,49,0,0
"Shrimp","Fish larvae",58,50,0,0
"Shrimp","Carnivorous zooplankton",58,51,1,0.05
"Shrimp","Herbivorous & Omnivorous zooplankton (copepods)",58,52,1,0.1
"Shrimp","Gelatinous zooplankton",58,53,0,0
"Shrimp","Large crabs",58,54,0,0
"Shrimp","Nephrops",58,55,0,0
"Shrimp","Epifaunal macrobenthos (mobile grazers)",58,56,0,0
"Shrimp","Infaunal macrobenthos",58,57,0,0
